,Classifier,Parameters,Train accuracy,Test accuracy,Train top 5 accuracy,Test top 5 accuracy,Train computation time,Test computation time,Experiment
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.6847058823529412,0.5352112676056338,0.9406535947712419,0.8732394366197183,3.2854678630828857,0.0014531612396240234,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 1
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.7241830065359477,0.5070422535211268,0.9958169934640523,0.7971830985915493,0.691321849822998,0.035614967346191406,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 1
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=3, min_samples_leaf=9,
                       random_state=1)",0.2447058823529412,0.18309859154929578,0.5665359477124183,0.4788732394366197,1.1258978843688965,0.0007598400115966797,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 1
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8690196078431373,0.6225352112676056,0.9840522875816994,0.9126760563380282,25.069580078125,0.021407127380371094,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 1
6,Naive Bayes,GaussianNB(),0.792156862745098,0.5549295774647888,0.9840522875816994,0.7605633802816901,0.7348999977111816,0.034036874771118164,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 1
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.9926797385620915,0.6507042253521127,0.9997385620915032,0.8647887323943662,3246.961224794388,0.8502099514007568,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 1
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,1.6575210094451904,0.0014750957489013672,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points and radius of 1
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.9249673202614379,0.6619718309859155,0.9968627450980392,0.9042253521126761,11.384366273880005,0.0010859966278076172,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points and radius of 1
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.6755555555555556,0.5521126760563381,0.938562091503268,0.8704225352112676,4.201318740844727,0.0011072158813476562,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points and radius of 1
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.7231372549019608,0.49014084507042255,0.9937254901960785,0.8056338028169014,0.6138999462127686,0.034406185150146484,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points and radius of 1
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=3, min_samples_leaf=9,
                       random_state=1)",0.26248366013071894,0.2028169014084507,0.6311111111111111,0.5126760563380282,1.1679270267486572,0.0005517005920410156,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points and radius of 1
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8784313725490196,0.6140845070422535,0.9861437908496732,0.895774647887324,27.17204523086548,0.020908832550048828,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points and radius of 1
6,Naive Bayes,GaussianNB(),0.7835294117647059,0.571830985915493,0.9832679738562091,0.7633802816901408,0.7816507816314697,0.04803824424743652,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points and radius of 1
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.9947712418300654,0.6591549295774648,1.0,0.8676056338028169,3617.0761790275574,1.106328010559082,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points and radius of 1
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,0.6480870246887207,0.0013890266418457031,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points at radius of 1 and 24 points at radius of 3
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.9458823529411765,0.6732394366197183,0.9984313725490196,0.9154929577464789,13.80028486251831,0.0012066364288330078,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points at radius of 1 and 24 points at radius of 3
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.691764705882353,0.5549295774647888,0.9435294117647058,0.8845070422535212,4.666192054748535,0.0012888908386230469,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points at radius of 1 and 24 points at radius of 3
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.7286274509803922,0.5098591549295775,0.9950326797385621,0.8169014084507042,0.7085869312286377,0.035527706146240234,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points at radius of 1 and 24 points at radius of 3
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=3, min_samples_leaf=9,
                       random_state=1)",0.2311111111111111,0.17746478873239438,0.5971241830065359,0.49859154929577465,1.2461140155792236,0.0007469654083251953,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points at radius of 1 and 24 points at radius of 3
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8807843137254902,0.6056338028169014,0.9874509803921568,0.9014084507042254,30.22186279296875,0.01955103874206543,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points at radius of 1 and 24 points at radius of 3
6,Naive Bayes,GaussianNB(),0.7918954248366014,0.571830985915493,0.984313725490196,0.7605633802816901,0.7694261074066162,0.037886857986450195,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points at radius of 1 and 24 points at radius of 3
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.9979084967320262,0.6394366197183099,1.0,0.8647887323943662,3815.4514770507812,1.0681209564208984,RGB 4 and 8-bin colour histogram and local binary pattern with 8 points at radius of 1 and 24 points at radius of 3
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,0.14524483680725098,0.001245737075805664,HSV 4-bin colour histogram and local binary pattern with 8 points and radius of 1
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.7118954248366013,0.5492957746478874,0.9490196078431372,0.856338028169014,2.812865734100342,0.0008251667022705078,HSV 4-bin colour histogram and local binary pattern with 8 points and radius of 1
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0, solver='lsqr')",0.5113725490196078,0.43380281690140843,0.8606535947712418,0.7915492957746478,0.3677701950073242,0.0003609657287597656,HSV 4-bin colour histogram and local binary pattern with 8 points and radius of 1
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.6305882352941177,0.4225352112676056,0.9869281045751634,0.7492957746478873,0.2884387969970703,0.019520044326782227,HSV 4-bin colour histogram and local binary pattern with 8 points and radius of 1
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=5, min_samples_leaf=9,
                       random_state=1)",0.3837908496732026,0.22816901408450704,0.7383006535947713,0.5492957746478874,0.7684469223022461,0.0002181529998779297,HSV 4-bin colour histogram and local binary pattern with 8 points and radius of 1
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8737254901960785,0.5633802816901409,0.9827450980392157,0.895774647887324,23.636495113372803,0.019765138626098633,HSV 4-bin colour histogram and local binary pattern with 8 points and radius of 1
6,Naive Bayes,GaussianNB(),0.6162091503267974,0.4309859154929577,0.9202614379084967,0.7577464788732394,0.18439984321594238,0.008802175521850586,HSV 4-bin colour histogram and local binary pattern with 8 points and radius of 1
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.8896732026143791,0.5605633802816902,0.9809150326797386,0.828169014084507,472.52523612976074,0.5892879962921143,HSV 4-bin colour histogram and local binary pattern with 8 points and radius of 1
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,0.0838472843170166,0.00179290771484375,HSV 8-bin colour histogram and local binary pattern with 8 points and radius of 1
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.923921568627451,0.6084507042253521,0.9973856209150327,0.8732394366197183,10.079880952835083,0.0010721683502197266,HSV 8-bin colour histogram and local binary pattern with 8 points and radius of 1
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0, solver='lsqr')",0.7644444444444445,0.476056338028169,0.9620915032679739,0.7915492957746478,3.266842842102051,0.0014140605926513672,HSV 8-bin colour histogram and local binary pattern with 8 points and radius of 1
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.6802614379084967,0.49295774647887325,0.9895424836601308,0.7859154929577464,0.531876802444458,0.03109598159790039,HSV 8-bin colour histogram and local binary pattern with 8 points and radius of 1
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=3, min_samples_leaf=9,
                       random_state=1)",0.32287581699346407,0.17183098591549295,0.7383006535947713,0.5549295774647888,1.1436936855316162,0.0008339881896972656,HSV 8-bin colour histogram and local binary pattern with 8 points and radius of 1
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8690196078431373,0.6140845070422535,0.9796078431372549,0.8929577464788733,31.226479291915894,0.020711183547973633,HSV 8-bin colour histogram and local binary pattern with 8 points and radius of 1
6,Naive Bayes,GaussianNB(),0.7979084967320261,0.4535211267605634,0.9681045751633987,0.6929577464788732,0.7207198143005371,0.03343009948730469,HSV 8-bin colour histogram and local binary pattern with 8 points and radius of 1
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.9947712418300654,0.5802816901408451,0.9994771241830065,0.8338028169014085,3533.0574271678925,0.9419898986816406,HSV 8-bin colour histogram and local binary pattern with 8 points and radius of 1
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,0.18193817138671875,0.0014240741729736328,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 3
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.9090196078431373,0.647887323943662,0.9958169934640523,0.9154929577464789,10.004598140716553,0.0010650157928466797,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 3
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.6833986928104575,0.532394366197183,0.9388235294117647,0.8760563380281691,3.3002288341522217,0.0014531612396240234,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 3
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.7152941176470589,0.5014084507042254,0.9955555555555555,0.8084507042253521,0.6095468997955322,0.03262186050415039,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 3
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=3, min_samples_leaf=9,
                       random_state=1)",0.21777777777777776,0.17464788732394365,0.5390849673202615,0.4647887323943662,1.1004149913787842,0.0007870197296142578,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 3
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8671895424836601,0.6,0.984313725490196,0.9126760563380282,24.496004819869995,0.02077484130859375,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 3
6,Naive Bayes,GaussianNB(),0.793202614379085,0.5521126760563381,0.984313725490196,0.7605633802816901,0.7083320617675781,0.03280496597290039,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 3
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.9924183006535948,0.6309859154929578,0.9997385620915032,0.8535211267605634,3262.255354166031,0.8541219234466553,RGB 8-bin colour histogram and local binary pattern with 8 points and radius of 3
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,0.188856840133667,0.001811981201171875,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 1
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.9197385620915033,0.6563380281690141,0.9966013071895424,0.9042253521126761,11.397236108779907,0.0010612010955810547,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 1
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.6909803921568628,0.5380281690140845,0.9409150326797385,0.8788732394366198,3.266915798187256,0.001405954360961914,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 1
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.7236601307189543,0.49014084507042255,0.996078431372549,0.8084507042253521,0.5226161479949951,0.030961036682128906,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 1
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=3, min_samples_leaf=9,
                       random_state=1)",0.22588235294117648,0.18873239436619718,0.5989542483660131,0.523943661971831,1.1658461093902588,0.0008120536804199219,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 1
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8724183006535948,0.6084507042253521,0.9848366013071895,0.9126760563380282,26.54926896095276,0.020641088485717773,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 1
6,Naive Bayes,GaussianNB(),0.797124183006536,0.5605633802816902,0.9845751633986928,0.7605633802816901,0.708564043045044,0.033478736877441406,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 1
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.9950326797385621,0.6535211267605634,1.0,0.8619718309859155,3355.131402015686,0.8328399658203125,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 1
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,0.1898179054260254,0.0014538764953613281,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 3
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.9207843137254902,0.6563380281690141,0.9979084967320262,0.9211267605633803,10.609859228134155,0.001024007797241211,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 3
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.6883660130718954,0.5352112676056338,0.9411764705882353,0.8816901408450705,3.3984858989715576,0.0011000633239746094,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 3
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.716078431372549,0.49577464788732395,0.9950326797385621,0.8028169014084507,0.613800048828125,0.032613277435302734,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 3
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=5, min_samples_leaf=9,
                       random_state=1)",0.35764705882352943,0.22816901408450704,0.7254901960784313,0.543661971830986,1.1084439754486084,0.0008897781372070312,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 3
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.869281045751634,0.6112676056338028,0.9840522875816994,0.9070422535211268,27.091245651245117,0.02158212661743164,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 3
6,Naive Bayes,GaussianNB(),0.7968627450980392,0.5577464788732395,0.984313725490196,0.7605633802816901,0.8352677822113037,0.046437978744506836,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 3
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.9952941176470588,0.6535211267605634,1.0,0.8450704225352113,3349.0938580036163,0.9107959270477295,RGB 8-bin colour histogram and local binary pattern with 16 points and radius of 3
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,0.1711430549621582,0.0017020702362060547,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 1
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.9249673202614379,0.6591549295774648,0.9963398692810458,0.9042253521126761,11.00325083732605,0.0010943412780761719,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 1
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.6928104575163399,0.5408450704225352,0.941437908496732,0.8816901408450705,3.398528814315796,0.0014617443084716797,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 1
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.7202614379084967,0.5211267605633803,0.9945098039215686,0.8028169014084507,0.6208541393280029,0.0319669246673584,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 1
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=3, min_samples_leaf=9,
                       random_state=1)",0.28339869281045754,0.17746478873239438,0.6031372549019608,0.4591549295774648,1.1501259803771973,0.0008168220520019531,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 1
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8734640522875817,0.6366197183098592,0.9845751633986928,0.9098591549295775,27.86226725578308,0.02278614044189453,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 1
6,Naive Bayes,GaussianNB(),0.8007843137254902,0.5633802816901409,0.9850980392156863,0.7605633802816901,0.7268521785736084,0.03333592414855957,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 1
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.996078431372549,0.6422535211267606,1.0,0.8619718309859155,3331.0726988315582,0.8481972217559814,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 1
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,1.7200219631195068,0.0013451576232910156,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 3
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.9270588235294117,0.6619718309859155,0.9979084967320262,0.9211267605633803,12.092620134353638,0.0010218620300292969,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 3
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.6922875816993465,0.543661971830986,0.9411764705882353,0.8845070422535212,3.5286312103271484,0.0016980171203613281,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 3
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.7194771241830066,0.5098591549295775,0.9950326797385621,0.7943661971830986,0.6909439563751221,0.031649112701416016,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 3
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=5, min_samples_leaf=7,
                       random_state=1)",0.2311111111111111,0.15211267605633802,0.6154248366013072,0.4563380281690141,1.201503038406372,0.0007638931274414062,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 3
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8635294117647059,0.6197183098591549,0.9801307189542484,0.9042253521126761,27.294800996780396,0.02131509780883789,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 3
6,Naive Bayes,GaussianNB(),0.7986928104575164,0.5633802816901409,0.984313725490196,0.7605633802816901,0.7296650409698486,0.03355717658996582,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 3
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.996078431372549,0.6507042253521127,1.0,0.8507042253521127,3344.720719099045,0.874100923538208,RGB 8-bin colour histogram and local binary pattern with 24 points and radius of 3
0,Baseline,"DummyClassifier(random_state=1, strategy='stratified')",0.01045751633986928,0.016901408450704224,0.05725490196078432,0.061971830985915494,0.5286567211151123,0.002547025680541992,RGB 8-bin colour histogram and GLCM correlation with offset of 1 and angle of 0
1,Logistic Regression,"LogisticRegression(C=10, random_state=1)",0.8700653594771242,0.6,0.9934640522875817,0.8845070422535212,9.952774047851562,0.0009589195251464844,RGB 8-bin colour histogram and GLCM correlation with offset of 1 and angle of 0
2,Linear Discriminant Analysis,"LinearDiscriminantAnalysis(shrinkage=0.5, solver='lsqr')",0.6637908496732026,0.5098591549295775,0.9322875816993464,0.8647887323943662,3.19331693649292,0.0014200210571289062,RGB 8-bin colour histogram and GLCM correlation with offset of 1 and angle of 0
3,K-Nearest Neighbour,KNeighborsClassifier(n_neighbors=9),0.6925490196078431,0.4507042253521127,0.9947712418300654,0.780281690140845,0.6247649192810059,0.0338900089263916,RGB 8-bin colour histogram and GLCM correlation with offset of 1 and angle of 0
4,Decision Tree,"DecisionTreeClassifier(max_depth=10, max_features=5, min_samples_leaf=7,
                       random_state=1)",0.21411764705882352,0.19154929577464788,0.5631372549019608,0.523943661971831,1.1061859130859375,0.0007529258728027344,RGB 8-bin colour histogram and GLCM correlation with offset of 1 and angle of 0
5,Random Forest,"RandomForestClassifier(max_depth=9, min_samples_leaf=3, random_state=1)",0.8577777777777778,0.6,0.9803921568627451,0.9014084507042254,23.040366888046265,0.020949840545654297,RGB 8-bin colour histogram and GLCM correlation with offset of 1 and angle of 0
6,Naive Bayes,GaussianNB(),0.788235294117647,0.5492957746478874,0.984313725490196,0.7605633802816901,0.7024288177490234,0.03271913528442383,RGB 8-bin colour histogram and GLCM correlation with offset of 1 and angle of 0
7,Support Vector Machine,"OneVsRestClassifier(estimator=SVC(C=100, gamma=0.1, probability=True,
                                  random_state=1))",0.9777777777777777,0.5887323943661972,0.9968627450980392,0.8422535211267606,3435.3386878967285,0.8722927570343018,RGB 8-bin colour histogram and GLCM correlation with offset of 1 and angle of 0
